tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,ATP5F1B,Myeloid,NL→CR,NL,CR,1.2816397,1.5999609,24.799999237060547,↑,0.047619,*,17/18,6,3
Liver,ATP5F1B,Myeloid,IT→IA,IT,IA,1.2803249,1.450276,13.300000190734863,↑,0.329004,NS,21/30,6,5
Liver,ATP5F1B,Myeloid,IA→AR,IA,AR,1.450276,1.4635075,0.8999999761581421,↑,0.785714,NS,9/15,5,3
Liver,ATP5F1B,Myeloid,CR→AR,CR,AR,1.5999609,1.4635075,-8.5,↓,0.7,NS,6/9,3,3
Liver,ATP5F1B,CD4_T,NL→IT,NL,IT,1.0470468,1.1675638,11.5,↑,0.588745,NS,22/36,6,6
Liver,ATP5F1B,CD4_T,NL→IA,NL,IA,1.0470468,1.1728092,12.0,↑,0.662338,NS,18/30,6,5
Liver,ATP5F1B,CD4_T,NL→AR,NL,AR,1.0470468,1.1685556,11.600000381469728,↑,0.714286,NS,11/18,6,3
Liver,ATP5F1B,CD4_T,NL→CR,NL,CR,1.0470468,1.2480855,19.200000762939453,↑,0.261905,NS,14/18,6,3
Liver,ATP5F1B,CD4_T,IT→IA,IT,IA,1.1675638,1.1728092,0.4000000059604645,↑,0.930736,NS,16/30,6,5
Liver,ATP5F1B,CD4_T,IA→AR,IA,AR,1.1728092,1.1685556,-0.4000000059604645,↓,0.785714,NS,6/15,5,3
Liver,ATP5F1B,CD4_T,CR→AR,CR,AR,1.2480855,1.1685556,-6.400000095367432,↓,1.0,NS,5/9,3,3
Liver,ATP5F1B,CD8_T,NL→IT,NL,IT,1.0271249,1.2649237,23.200000762939453,↑,0.309524,NS,25/36,6,6
Liver,ATP5F1B,CD8_T,NL→IA,NL,IA,1.0271249,1.2348197,20.200000762939453,↑,0.246753,NS,22/30,6,5
Liver,ATP5F1B,CD8_T,NL→AR,NL,AR,1.0271249,1.2568104,22.399999618530277,↑,0.380952,NS,13/18,6,3
Liver,ATP5F1B,CD8_T,NL→CR,NL,CR,1.0271249,1.2603931,22.700000762939453,↑,0.380952,NS,13/18,6,3
Liver,ATP5F1B,CD8_T,IT→IA,IT,IA,1.2649237,1.2348197,-2.400000095367432,↓,0.930736,NS,16/30,6,5
Liver,ATP5F1B,CD8_T,IA→AR,IA,AR,1.2348197,1.2568104,1.7999999523162842,↑,1.0,NS,8/15,5,3
Liver,ATP5F1B,CD8_T,CR→AR,CR,AR,1.2603931,1.2568104,-0.3000000119209289,↓,1.0,NS,5/9,3,3
Liver,ATP5F1B,NK,NL→IT,NL,IT,1.1127983,1.2365191,11.100000381469728,↑,0.484848,NS,23/36,6,6
Liver,ATP5F1B,NK,NL→IA,NL,IA,1.1127983,1.14442,2.799999952316284,↑,0.930736,NS,16/30,6,5
Liver,ATP5F1B,NK,NL→AR,NL,AR,1.1127983,1.2166868,9.300000190734863,↑,0.714286,NS,11/18,6,3
Liver,ATP5F1B,NK,NL→CR,NL,CR,1.1127983,1.3447756,20.799999237060547,↑,0.166667,NS,15/18,6,3
Liver,ATP5F1B,NK,IT→IA,IT,IA,1.2365191,1.14442,-7.400000095367432,↓,0.930736,NS,16/30,6,5
Liver,ATP5F1B,NK,IA→AR,IA,AR,1.14442,1.2166868,6.300000190734863,↑,0.785714,NS,9/15,5,3
Liver,ATP5F1B,NK,CR→AR,CR,AR,1.3447756,1.2166868,-9.5,↓,0.7,NS,6/9,3,3
Liver,ATP5F1B,B,NL→IT,NL,IT,0.9210985,1.2062263,31.0,↑,0.329004,NS,21/30,6,5
Liver,ATP5F1B,B,NL→IA,NL,IA,0.9210985,1.1219404,21.799999237060547,↑,0.428571,NS,20/30,6,5
Liver,ATP5F1B,B,NL→AR,NL,AR,0.9210985,1.0985638,19.299999237060547,↑,0.904762,NS,10/18,6,3
Liver,ATP5F1B,B,NL→CR,NL,CR,0.9210985,1.2059005,30.899999618530277,↑,0.261905,NS,14/18,6,3
Liver,ATP5F1B,B,IT→IA,IT,IA,1.2062263,1.1219404,-7.0,↓,0.84127,NS,14/25,5,5
Liver,ATP5F1B,B,IA→AR,IA,AR,1.1219404,1.0985638,-2.0999999046325684,↓,1.0,NS,8/15,5,3
Liver,ATP5F1B,B,CR→AR,CR,AR,1.2059005,1.0985638,-8.899999618530273,↓,1.0,NS,5/9,3,3
Liver,ATP5F1B,PlasmaB,NL→IT,NL,IT,0.7701188,1.1291194,46.59999847412109,↑,0.030303,*,27/30,6,5
Liver,ATP5F1B,PlasmaB,NL→IA,NL,IA,0.7701188,1.3932623,80.9000015258789,↑,0.008658,**,29/30,6,5
Liver,ATP5F1B,PlasmaB,NL→AR,NL,AR,0.7701188,1.516724,96.9000015258789,↑,0.02381,*,18/18,6,3
Liver,ATP5F1B,PlasmaB,NL→CR,NL,CR,0.7701188,1.2777789,65.9000015258789,↑,0.02381,*,18/18,6,3
Liver,ATP5F1B,PlasmaB,IT→IA,IT,IA,1.1291194,1.3932623,23.399999618530277,↑,0.309524,NS,18/25,5,5
Liver,ATP5F1B,PlasmaB,IA→AR,IA,AR,1.3932623,1.516724,8.899999618530273,↑,0.785714,NS,9/15,5,3
Liver,ATP5F1B,PlasmaB,CR→AR,CR,AR,1.2777789,1.516724,18.700000762939453,↑,0.1,NS,9/9,3,3
Liver,BAK1,Myeloid,NL→IT,NL,IT,0.050309945,0.24124952,379.5,↑,0.002165,**,36/36,6,6
Liver,BAK1,Myeloid,NL→IA,NL,IA,0.050309945,0.14710109,192.3999938964844,↑,0.008658,**,29/30,6,5
Liver,BAK1,Myeloid,NL→AR,NL,AR,0.050309945,0.13114245,160.6999969482422,↑,0.047619,*,17/18,6,3
Liver,BAK1,Myeloid,NL→CR,NL,CR,0.050309945,0.11861455,135.8000030517578,↑,0.095238,†,16/18,6,3
Liver,BAK1,Myeloid,IT→IA,IT,IA,0.24124952,0.14710109,-39.0,↓,0.125541,NS,24/30,6,5
Liver,BAK1,Myeloid,IA→AR,IA,AR,0.14710109,0.13114245,-10.800000190734863,↓,1.0,NS,8/15,5,3
Liver,BAK1,Myeloid,CR→AR,CR,AR,0.11861455,0.13114245,10.600000381469728,↑,0.7,NS,6/9,3,3
Liver,BAK1,CD4_T,NL→IT,NL,IT,0.19386224,0.22954069,18.399999618530277,↑,0.699134,NS,21/36,6,6
Liver,BAK1,CD4_T,NL→IA,NL,IA,0.19386224,0.17431307,-10.100000381469728,↓,0.930736,NS,16/30,6,5
Liver,BAK1,CD4_T,NL→AR,NL,AR,0.19386224,0.18435748,-4.900000095367432,↓,1.0,NS,9/18,6,3
Liver,BAK1,CD4_T,NL→CR,NL,CR,0.19386224,0.18062373,-6.800000190734863,↓,0.904762,NS,10/18,6,3
Liver,BAK1,CD4_T,IT→IA,IT,IA,0.22954069,0.17431307,-24.100000381469727,↓,0.082251,†,25/30,6,5
Liver,BAK1,CD4_T,IA→AR,IA,AR,0.17431307,0.18435748,5.800000190734863,↑,1.0,NS,8/15,5,3
Liver,BAK1,CD4_T,CR→AR,CR,AR,0.18062373,0.18435748,2.0999999046325684,↑,1.0,NS,5/9,3,3
Liver,BAK1,CD8_T,NL→IT,NL,IT,0.21345098,0.23952979,12.199999809265137,↑,0.699134,NS,21/36,6,6
Liver,BAK1,CD8_T,NL→IA,NL,IA,0.21345098,0.21539596,0.8999999761581421,↑,0.930736,NS,16/30,6,5
Liver,BAK1,CD8_T,NL→AR,NL,AR,0.21345098,0.2194465,2.799999952316284,↑,0.904762,NS,10/18,6,3
Liver,BAK1,CD8_T,NL→CR,NL,CR,0.21345098,0.20811136,-2.5,↓,0.714286,NS,11/18,6,3
Liver,BAK1,CD8_T,IT→IA,IT,IA,0.23952979,0.21539596,-10.100000381469728,↓,0.662338,NS,18/30,6,5
Liver,BAK1,CD8_T,IA→AR,IA,AR,0.21539596,0.2194465,1.899999976158142,↑,1.0,NS,8/15,5,3
Liver,BAK1,CD8_T,CR→AR,CR,AR,0.20811136,0.2194465,5.400000095367432,↑,1.0,NS,5/9,3,3
Liver,BAK1,NK,NL→IT,NL,IT,0.19650953,0.24183907,23.100000381469727,↑,0.24026,NS,26/36,6,6
Liver,BAK1,NK,NL→IA,NL,IA,0.19650953,0.20044014,2.0,↑,0.930736,NS,16/30,6,5
Liver,BAK1,NK,NL→AR,NL,AR,0.19650953,0.19657771,0.0,↑,1.0,NS,9/18,6,3
Liver,BAK1,NK,NL→CR,NL,CR,0.19650953,0.22584136,14.899999618530272,↑,0.547619,NS,12/18,6,3
Liver,BAK1,NK,IT→IA,IT,IA,0.24183907,0.20044014,-17.100000381469727,↓,0.177489,NS,23/30,6,5
Liver,BAK1,NK,IA→AR,IA,AR,0.20044014,0.19657771,-1.899999976158142,↓,1.0,NS,8/15,5,3
Liver,BAK1,NK,CR→AR,CR,AR,0.22584136,0.19657771,-13.0,↓,1.0,NS,5/9,3,3
Liver,BAK1,B,NL→IT,NL,IT,0.2511495,0.25623104,2.0,↑,0.536797,NS,19/30,6,5
Liver,BAK1,B,NL→IA,NL,IA,0.2511495,0.15513249,-38.20000076293945,↓,0.428571,NS,20/30,6,5
Liver,BAK1,B,NL→AR,NL,AR,0.2511495,0.23650457,-5.800000190734863,↓,1.0,NS,9/18,6,3
Liver,BAK1,B,NL→CR,NL,CR,0.2511495,0.1258094,-49.900001525878906,↓,0.261905,NS,14/18,6,3
Liver,BAK1,B,IT→IA,IT,IA,0.25623104,0.15513249,-39.5,↓,0.031746,*,23/25,5,5
Liver,BAK1,B,IA→AR,IA,AR,0.15513249,0.23650457,52.5,↑,0.392857,NS,11/15,5,3
Liver,BAK1,B,CR→AR,CR,AR,0.1258094,0.23650457,88.0,↑,0.4,NS,7/9,3,3
Liver,BAK1,PlasmaB,NL→IT,NL,IT,0.20117605,0.31974095,58.900001525878906,↑,0.082251,†,25/30,6,5
Liver,BAK1,PlasmaB,NL→IA,NL,IA,0.20117605,0.40612173,101.9000015258789,↑,0.125541,NS,24/30,6,5
Liver,BAK1,PlasmaB,NL→AR,NL,AR,0.20117605,0.39191303,94.8000030517578,↑,0.166667,NS,15/18,6,3
Liver,BAK1,PlasmaB,NL→CR,NL,CR,0.20117605,0.28177613,40.09999847412109,↑,0.261905,NS,14/18,6,3
Liver,BAK1,PlasmaB,IT→IA,IT,IA,0.31974095,0.40612173,27.0,↑,0.420635,NS,17/25,5,5
Liver,BAK1,PlasmaB,IA→AR,IA,AR,0.40612173,0.39191303,-3.5,↓,0.785714,NS,9/15,5,3
Liver,BAK1,PlasmaB,CR→AR,CR,AR,0.28177613,0.39191303,39.09999847412109,↑,0.4,NS,7/9,3,3
Liver,BATF,Myeloid,NL→IT,NL,IT,0.16410907,0.061665103,-62.400001525878906,↓,0.025974,*,32/36,6,6
Liver,BATF,Myeloid,NL→IA,NL,IA,0.16410907,0.071204655,-56.59999847412109,↓,0.082139,†,25/30,6,5
Liver,BATF,Myeloid,NL→AR,NL,AR,0.16410907,0.033397738,-79.5999984741211,↓,0.02381,*,18/18,6,3
Liver,BATF,Myeloid,NL→CR,NL,CR,0.16410907,0.050112065,-69.5,↓,0.02381,*,18/18,6,3
Liver,BATF,Myeloid,IT→IA,IT,IA,0.061665103,0.071204655,15.5,↑,1.0,NS,14/30,6,5
Liver,BATF,Myeloid,IA→AR,IA,AR,0.071204655,0.033397738,-53.09999847412109,↓,0.759982,NS,8/15,5,3
Liver,BATF,Myeloid,CR→AR,CR,AR,0.050112065,0.033397738,-33.400001525878906,↓,0.4,NS,7/9,3,3
Liver,BATF,CD4_T,NL→IT,NL,IT,0.30720818,0.31029573,1.0,↑,0.818182,NS,20/36,6,6
Liver,BATF,CD4_T,NL→IA,NL,IA,0.30720818,0.32851255,6.900000095367432,↑,0.662338,NS,18/30,6,5
Liver,BATF,CD4_T,NL→AR,NL,AR,0.30720818,0.32609007,6.099999904632568,↑,1.0,NS,9/18,6,3
Liver,BATF,CD4_T,NL→CR,NL,CR,0.30720818,0.2516639,-18.100000381469727,↓,0.904762,NS,10/18,6,3
Liver,BATF,CD4_T,IT→IA,IT,IA,0.31029573,0.32851255,5.900000095367432,↑,1.0,NS,15/30,6,5
Liver,BATF,CD4_T,IA→AR,IA,AR,0.32851255,0.32609007,-0.699999988079071,↓,1.0,NS,7/15,5,3
Liver,BATF,CD4_T,CR→AR,CR,AR,0.2516639,0.32609007,29.600000381469727,↑,0.7,NS,6/9,3,3
Liver,BATF,CD8_T,NL→IT,NL,IT,0.22356701,0.23464324,5.0,↑,0.588745,NS,22/36,6,6
Liver,BATF,CD8_T,NL→IA,NL,IA,0.22356701,0.24192455,8.199999809265137,↑,0.930736,NS,16/30,6,5
Liver,BATF,CD8_T,NL→AR,NL,AR,0.22356701,0.2627364,17.5,↑,1.0,NS,9/18,6,3
Liver,BATF,CD8_T,NL→CR,NL,CR,0.22356701,0.23993643,7.300000190734863,↑,1.0,NS,9/18,6,3
Liver,BATF,CD8_T,IT→IA,IT,IA,0.23464324,0.24192455,3.0999999046325684,↑,0.930736,NS,16/30,6,5
Liver,BATF,CD8_T,IA→AR,IA,AR,0.24192455,0.2627364,8.600000381469727,↑,1.0,NS,8/15,5,3
Liver,BATF,CD8_T,CR→AR,CR,AR,0.23993643,0.2627364,9.5,↑,1.0,NS,5/9,3,3
Liver,BATF,NK,NL→IT,NL,IT,0.16815113,0.13122778,-22.0,↓,0.588745,NS,22/36,6,6
Liver,BATF,NK,NL→IA,NL,IA,0.16815113,0.16960604,0.8999999761581421,↑,0.662338,NS,12/30,6,5
Liver,BATF,NK,NL→AR,NL,AR,0.16815113,0.240044,42.79999923706055,↑,0.904762,NS,10/18,6,3
Liver,BATF,NK,NL→CR,NL,CR,0.16815113,0.19410849,15.399999618530272,↑,0.904762,NS,8/18,6,3
Liver,BATF,NK,IT→IA,IT,IA,0.13122778,0.16960604,29.200000762939453,↑,0.930736,NS,16/30,6,5
Liver,BATF,NK,IA→AR,IA,AR,0.16960604,0.240044,41.5,↑,0.785714,NS,9/15,5,3
Liver,BATF,NK,CR→AR,CR,AR,0.19410849,0.240044,23.700000762939453,↑,0.7,NS,6/9,3,3
Liver,BATF,B,NL→IT,NL,IT,0.09219255,0.05633645,-38.900001525878906,↓,0.360216,NS,20/30,6,5
Liver,BATF,B,NL→IA,NL,IA,0.09219255,0.060532182,-34.29999923706055,↓,0.930736,NS,16/30,6,5
Liver,BATF,B,NL→AR,NL,AR,0.09219255,0.06702206,-27.299999237060547,↓,0.904762,NS,10/18,6,3
Liver,BATF,B,NL→CR,NL,CR,0.09219255,0.03719364,-59.70000076293945,↓,0.261905,NS,14/18,6,3
Liver,BATF,B,IT→IA,IT,IA,0.05633645,0.060532182,7.400000095367432,↑,0.420635,NS,17/25,5,5
Liver,BATF,B,IA→AR,IA,AR,0.060532182,0.06702206,10.699999809265137,↑,1.0,NS,7/15,5,3
Liver,BATF,B,CR→AR,CR,AR,0.03719364,0.06702206,80.19999694824219,↑,0.2,NS,8/9,3,3
Liver,BATF,PlasmaB,NL→IT,NL,IT,0.051779646,0.004877114,-90.5999984741211,↓,0.425806,NS,15/30,6,5
Liver,BATF,PlasmaB,NL→IA,NL,IA,0.051779646,0.10546257,103.6999969482422,↑,0.632142,NS,15/30,6,5
Liver,BATF,PlasmaB,NL→AR,NL,AR,0.051779646,0.07216572,39.400001525878906,↑,0.35802,NS,13/18,6,3
Liver,BATF,PlasmaB,NL→CR,NL,CR,0.051779646,0.01936776,-62.59999847412109,↓,0.895533,NS,8/18,6,3
Liver,BATF,PlasmaB,IT→IA,IT,IA,0.004877114,0.10546257,2062.39990234375,↑,0.265205,NS,15/25,5,5
Liver,BATF,PlasmaB,IA→AR,IA,AR,0.10546257,0.07216572,-31.600000381469727,↓,0.548595,NS,5/15,5,3
Liver,BATF,PlasmaB,CR→AR,CR,AR,0.01936776,0.07216572,272.6000061035156,↑,0.1,NS,9/9,3,3
Liver,BCL2,Myeloid,NL→IT,NL,IT,0.10655433,0.117291845,10.100000381469728,↑,0.748349,NS,20/36,6,6
Liver,BCL2,Myeloid,NL→IA,NL,IA,0.10655433,0.07647071,-28.200000762939453,↓,0.714379,NS,17/30,6,5
Liver,BCL2,Myeloid,NL→AR,NL,AR,0.10655433,0.09362823,-12.100000381469728,↓,1.0,NS,9/18,6,3
Liver,BCL2,Myeloid,NL→CR,NL,CR,0.10655433,0.10311726,-3.200000047683716,↓,1.0,NS,9/18,6,3
Liver,BCL2,Myeloid,IT→IA,IT,IA,0.117291845,0.07647071,-34.79999923706055,↓,0.583025,NS,18/30,6,5
Liver,BCL2,Myeloid,IA→AR,IA,AR,0.07647071,0.09362823,22.399999618530277,↑,0.880791,NS,8/15,5,3
Liver,BCL2,Myeloid,CR→AR,CR,AR,0.10311726,0.09362823,-9.199999809265137,↓,1.0,NS,4/9,3,3
Liver,BCL2,CD4_T,NL→IT,NL,IT,0.40301785,0.31387097,-22.100000381469727,↓,0.699134,NS,21/36,6,6
Liver,BCL2,CD4_T,NL→IA,NL,IA,0.40301785,0.3352203,-16.799999237060547,↓,0.177489,NS,23/30,6,5
Liver,BCL2,CD4_T,NL→AR,NL,AR,0.40301785,0.28332567,-29.700000762939453,↓,0.047619,*,17/18,6,3
Liver,BCL2,CD4_T,NL→CR,NL,CR,0.40301785,0.34222317,-15.100000381469728,↓,0.380952,NS,13/18,6,3
Liver,BCL2,CD4_T,IT→IA,IT,IA,0.31387097,0.3352203,6.800000190734863,↑,0.930736,NS,14/30,6,5
Liver,BCL2,CD4_T,IA→AR,IA,AR,0.3352203,0.28332567,-15.5,↓,0.785714,NS,9/15,5,3
Liver,BCL2,CD4_T,CR→AR,CR,AR,0.34222317,0.28332567,-17.200000762939453,↓,0.4,NS,7/9,3,3
Liver,BCL2,CD8_T,NL→IT,NL,IT,0.3242464,0.3162063,-2.5,↓,0.818182,NS,16/36,6,6
Liver,BCL2,CD8_T,NL→IA,NL,IA,0.3242464,0.2806694,-13.399999618530272,↓,0.536797,NS,19/30,6,5
Liver,BCL2,CD8_T,NL→AR,NL,AR,0.3242464,0.18068273,-44.29999923706055,↓,0.02381,*,18/18,6,3
Liver,BCL2,CD8_T,NL→CR,NL,CR,0.3242464,0.22017455,-32.099998474121094,↓,0.095238,†,16/18,6,3
Liver,BCL2,CD8_T,IT→IA,IT,IA,0.3162063,0.2806694,-11.199999809265137,↓,0.428571,NS,20/30,6,5
Liver,BCL2,CD8_T,IA→AR,IA,AR,0.2806694,0.18068273,-35.599998474121094,↓,0.071429,†,14/15,5,3
Liver,BCL2,CD8_T,CR→AR,CR,AR,0.22017455,0.18068273,-17.899999618530273,↓,0.1,NS,9/9,3,3
Liver,BCL2,NK,NL→IT,NL,IT,0.12334525,0.15026633,21.799999237060547,↑,0.818182,NS,20/36,6,6
Liver,BCL2,NK,NL→IA,NL,IA,0.12334525,0.11026429,-10.600000381469728,↓,0.792208,NS,17/30,6,5
Liver,BCL2,NK,NL→AR,NL,AR,0.12334525,0.09454437,-23.299999237060547,↓,0.714286,NS,11/18,6,3
Liver,BCL2,NK,NL→CR,NL,CR,0.12334525,0.085888706,-30.399999618530277,↓,0.547619,NS,12/18,6,3
Liver,BCL2,NK,IT→IA,IT,IA,0.15026633,0.11026429,-26.600000381469727,↓,0.246753,NS,22/30,6,5
Liver,BCL2,NK,IA→AR,IA,AR,0.11026429,0.09454437,-14.300000190734863,↓,0.392857,NS,11/15,5,3
Liver,BCL2,NK,CR→AR,CR,AR,0.085888706,0.09454437,10.100000381469728,↑,1.0,NS,5/9,3,3
Liver,BCL2,B,NL→IT,NL,IT,0.39204982,0.45518574,16.100000381469727,↑,1.0,NS,15/30,6,5
Liver,BCL2,B,NL→IA,NL,IA,0.39204982,0.38164023,-2.700000047683716,↓,0.536797,NS,19/30,6,5
Liver,BCL2,B,NL→AR,NL,AR,0.39204982,0.42812863,9.199999809265137,↑,0.714286,NS,7/18,6,3
Liver,BCL2,B,NL→CR,NL,CR,0.39204982,0.3676227,-6.199999809265137,↓,0.547619,NS,12/18,6,3
Liver,BCL2,B,IT→IA,IT,IA,0.45518574,0.38164023,-16.200000762939453,↓,0.420635,NS,17/25,5,5
Liver,BCL2,B,IA→AR,IA,AR,0.38164023,0.42812863,12.199999809265137,↑,0.785714,NS,9/15,5,3
Liver,BCL2,B,CR→AR,CR,AR,0.3676227,0.42812863,16.5,↑,0.7,NS,6/9,3,3
Liver,BCL2,PlasmaB,NL→IT,NL,IT,0.170089,0.13168934,-22.600000381469727,↓,0.536797,NS,19/30,6,5
Liver,BCL2,PlasmaB,NL→IA,NL,IA,0.170089,0.14688584,-13.600000381469728,↓,0.536797,NS,19/30,6,5
Liver,BCL2,PlasmaB,NL→AR,NL,AR,0.170089,0.0375265,-77.9000015258789,↓,0.095238,†,16/18,6,3
Liver,BCL2,PlasmaB,NL→CR,NL,CR,0.170089,0.18822344,10.699999809265137,↑,0.904762,NS,10/18,6,3
Liver,BCL2,PlasmaB,IT→IA,IT,IA,0.13168934,0.14688584,11.5,↑,0.690476,NS,15/25,5,5
Liver,BCL2,PlasmaB,IA→AR,IA,AR,0.14688584,0.0375265,-74.5,↓,0.035714,*,15/15,5,3
Liver,BCL2,PlasmaB,CR→AR,CR,AR,0.18822344,0.0375265,-80.0999984741211,↓,0.1,NS,9/9,3,3
Liver,BCL6,Myeloid,NL→IT,NL,IT,0.14108878,0.106048144,-24.799999237060547,↓,0.588745,NS,22/36,6,6
Liver,BCL6,Myeloid,NL→IA,NL,IA,0.14108878,0.06969249,-50.59999847412109,↓,0.407016,NS,20/30,6,5
Liver,BCL6,Myeloid,NL→AR,NL,AR,0.14108878,0.1252488,-11.199999809265137,↓,1.0,NS,9/18,6,3
Liver,BCL6,Myeloid,NL→CR,NL,CR,0.14108878,0.09697323,-31.299999237060547,↓,0.261905,NS,14/18,6,3
Liver,BCL6,Myeloid,IT→IA,IT,IA,0.106048144,0.06969249,-34.29999923706055,↓,0.708597,NS,16/30,6,5
Liver,BCL6,Myeloid,IA→AR,IA,AR,0.06969249,0.1252488,79.69999694824219,↑,0.541193,NS,10/15,5,3
Liver,BCL6,Myeloid,CR→AR,CR,AR,0.09697323,0.1252488,29.200000762939453,↑,0.4,NS,7/9,3,3
Liver,BCL6,CD4_T,NL→IT,NL,IT,0.0518562,0.08274215,59.59999847412109,↑,0.064935,†,30/36,6,6
Liver,BCL6,CD4_T,NL→IA,NL,IA,0.0518562,0.07514621,44.900001525878906,↑,0.125541,NS,24/30,6,5
Liver,BCL6,CD4_T,NL→AR,NL,AR,0.0518562,0.05904611,13.899999618530272,↑,0.547619,NS,12/18,6,3
Liver,BCL6,CD4_T,NL→CR,NL,CR,0.0518562,0.072934866,40.59999847412109,↑,0.547619,NS,12/18,6,3
Liver,BCL6,CD4_T,IT→IA,IT,IA,0.08274215,0.07514621,-9.199999809265137,↓,0.792208,NS,17/30,6,5
Liver,BCL6,CD4_T,IA→AR,IA,AR,0.07514621,0.05904611,-21.399999618530277,↓,0.571429,NS,10/15,5,3
Liver,BCL6,CD4_T,CR→AR,CR,AR,0.072934866,0.05904611,-19.0,↓,0.7,NS,6/9,3,3
Liver,BCL6,CD8_T,NL→IT,NL,IT,0.0459332,0.120848864,163.10000610351562,↑,0.004329,**,35/36,6,6
Liver,BCL6,CD8_T,NL→IA,NL,IA,0.0459332,0.085351266,85.80000305175781,↑,0.177489,NS,23/30,6,5
Liver,BCL6,CD8_T,NL→AR,NL,AR,0.0459332,0.061111063,33.0,↑,0.547619,NS,12/18,6,3
Liver,BCL6,CD8_T,NL→CR,NL,CR,0.0459332,0.08320448,81.0999984741211,↑,0.380952,NS,13/18,6,3
Liver,BCL6,CD8_T,IT→IA,IT,IA,0.120848864,0.085351266,-29.399999618530277,↓,0.246753,NS,22/30,6,5
Liver,BCL6,CD8_T,IA→AR,IA,AR,0.085351266,0.061111063,-28.399999618530277,↓,1.0,NS,8/15,5,3
Liver,BCL6,CD8_T,CR→AR,CR,AR,0.08320448,0.061111063,-26.600000381469727,↓,0.7,NS,6/9,3,3
Liver,BCL6,NK,NL→IT,NL,IT,0.05920111,0.13433735,126.9000015258789,↑,0.132035,NS,28/36,6,6
Liver,BCL6,NK,NL→IA,NL,IA,0.05920111,0.17641698,198.0,↑,0.125541,NS,24/30,6,5
Liver,BCL6,NK,NL→AR,NL,AR,0.05920111,0.10418125,76.0,↑,0.547619,NS,12/18,6,3
Liver,BCL6,NK,NL→CR,NL,CR,0.05920111,0.17988646,203.8999938964844,↑,0.547619,NS,12/18,6,3
Liver,BCL6,NK,IT→IA,IT,IA,0.13433735,0.17641698,31.299999237060547,↑,0.792208,NS,17/30,6,5
Liver,BCL6,NK,IA→AR,IA,AR,0.17641698,0.10418125,-40.900001525878906,↓,0.392857,NS,11/15,5,3
Liver,BCL6,NK,CR→AR,CR,AR,0.17988646,0.10418125,-42.09999847412109,↓,0.4,NS,7/9,3,3
Liver,BCL6,B,NL→IT,NL,IT,0.10048089,0.15970342,58.900001525878906,↑,0.125541,NS,24/30,6,5
Liver,BCL6,B,NL→IA,NL,IA,0.10048089,0.1446785,44.0,↑,0.125541,NS,24/30,6,5
Liver,BCL6,B,NL→AR,NL,AR,0.10048089,0.09593645,-4.5,↓,1.0,NS,9/18,6,3
Liver,BCL6,B,NL→CR,NL,CR,0.10048089,0.12907547,28.5,↑,0.547619,NS,12/18,6,3
Liver,BCL6,B,IT→IA,IT,IA,0.15970342,0.1446785,-9.399999618530272,↓,0.690476,NS,15/25,5,5
Liver,BCL6,B,IA→AR,IA,AR,0.1446785,0.09593645,-33.70000076293945,↓,0.142857,NS,13/15,5,3
Liver,BCL6,B,CR→AR,CR,AR,0.12907547,0.09593645,-25.700000762939453,↓,0.4,NS,7/9,3,3
Liver,BCL6,PlasmaB,NL→IT,NL,IT,0.019621966,0.008499924,-56.70000076293945,↓,0.632142,NS,15/30,6,5
Liver,BCL6,PlasmaB,NL→IA,NL,IA,0.019621966,0.0211046,7.599999904632568,↑,1.0,NS,12/30,6,5
Liver,BCL6,PlasmaB,NL→AR,NL,AR,0.019621966,0.0,-100.0,↓,0.219768,NS,9/18,6,3
Liver,BCL6,PlasmaB,NL→CR,NL,CR,0.019621966,0.019922063,1.5,↑,1.0,NS,6/18,6,3
Liver,BCL6,PlasmaB,IT→IA,IT,IA,0.008499924,0.0211046,148.3000030517578,↑,0.517904,NS,14/25,5,5
Liver,BCL6,PlasmaB,IA→AR,IA,AR,0.0211046,0.0,-100.0,↓,0.171857,NS,9/15,5,3
Liver,BCL6,PlasmaB,CR→AR,CR,AR,0.019922063,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Liver,BIRC5,Myeloid,NL→IT,NL,IT,0.00490065,0.030347072,519.2000122070312,↑,0.040253,*,28/36,6,6
Liver,BIRC5,Myeloid,NL→IA,NL,IA,0.00490065,0.039793115,712.0,↑,0.073153,†,22/30,6,5
Liver,BIRC5,Myeloid,NL→AR,NL,AR,0.00490065,0.0018564624,-62.09999847412109,↓,0.859684,NS,3/18,6,3
Liver,BIRC5,Myeloid,NL→CR,NL,CR,0.00490065,0.006477171,32.20000076293945,↑,0.357386,NS,10/18,6,3
Liver,BIRC5,Myeloid,IT→IA,IT,IA,0.030347072,0.039793115,31.100000381469727,↑,0.854805,NS,13/30,6,5
Liver,BIRC5,Myeloid,IA→AR,IA,AR,0.039793115,0.0018564624,-95.3000030517578,↓,0.2217,NS,11/15,5,3
Liver,BIRC5,Myeloid,CR→AR,CR,AR,0.006477171,0.0018564624,-71.30000305175781,↓,0.353679,NS,6/9,3,3
Liver,BIRC5,CD4_T,NL→IT,NL,IT,0.0105499355,0.006952277,-34.099998474121094,↓,0.375117,NS,23/36,6,6
